nombre_normalizado,nombre_oficial,tipo,fuente,municipio,departamento,sector,estado
ALCALDIA DE BARICHARA,ALCALDIA DE BARICHARA,publica,gov,BARICHARA,SANTANDER,NO APLICA,ACTIVA
ALCALDIA DE BARRANCA DE UPIA,ALCALDIA DE BARRANCA DE UPIA,publica,gov,BARRANCA DE UPÍA,META,NO APLICA,ACTIVA
ALCALDIA DE BARRANCABERMEJA,ALCALDIA DE BARRANCABERMEJA,publica,gov,BARRANCABERMEJA,SANTANDER,NO APLICA,ACTIVA
ALCALDIA DE BARRANCAS,ALCALDIA DE BARRANCAS,publica,gov,BARRANCAS,LA GUAJIRA,NO APLICA,ACTIVA
ALCALDIA DE BARRANCO DE LOBA,ALCALDIA DE BARRANCO DE LOBA,publica,gov,BARRANCO DE LOBA,BOLÍVAR,NO APLICA,ACTIVA
ALCALDIA DE BARRANCOMINAS,ALCALDIA DE BARRANCOMINAS,publica,gov,BARRANCOMINAS,GUAINÍA,NO APLICA,ACTIVA
ALCALDIA DE BECERRIL,ALCALDIA DE BECERRIL,publica,gov,BECERRIL,CESAR,NO APLICA,ACTIVA
ALCALDIA DE BELALCAZAR,ALCALDIA DE BELALCAZAR,publica,gov,BELALCÁZAR,CALDAS,NO APLICA,ACTIVA
ALCALDIA DE BELEN BOYACA,ALCALDIA DE BELEN  BOYACA,publica,gov,BELÉN,BOYACÁ,NO APLICA,ACTIVA
ALCALDIA DE BELEN DE LOS ANDAQUIES,ALCALDIA DE BELEN DE LOS ANDAQUIES,publica,gov,BELÉN DE LOS ANDAQUÍES,CAQUETÁ,NO APLICA,ACTIVA
ALCALDIA DE BELEN DE UMBRIA,ALCALDIA DE BELEN DE UMBRIA,publica,gov,BELÉN DE UMBRÍA,RISARALDA,NO APLICA,ACTIVA
ALCALDIA DE BELEN NARINO,ALCALDIA DE BELEN - NARIÑO,publica,gov,BELÉN,NARIÑO,NO APLICA,ACTIVA
ALCALDIA DE BELLO,ALCALDIA DE BELLO,publica,gov,BELLO,ANTIOQUIA,NO APLICA,ACTIVA
ALCALDIA DE BELMIRA,ALCALDIA DE BELMIRA,publica,gov,BELMIRA,ANTIOQUIA,NO APLICA,ACTIVA
ALCALDIA DE BELTRAN,ALCALDIA DE BELTRAN,publica,gov,BELTRÁN,CUNDINAMARCA,NO APLICA,ACTIVA
ALCALDIA DE BERBEO BOYACA,ALCALDIA DE BERBEO BOYACA,publica,gov,BERBEO,BOYACÁ,NO APLICA,ACTIVA
ALCALDIA DE BETANIA,ALCALDIA DE BETANIA,publica,gov,BETANIA,ANTIOQUIA,NO APLICA,ACTIVA
ALCALDIA DE BETEITIVA,ALCALDIA DE BETEITIVA,publica,gov,BETÉITIVA,BOYACÁ,NO APLICA,ACTIVA
ALCALDIA DE BETULIA ANTIOQUIA,ALCALDIA DE BETULIA  ANTIOQUIA,publica,gov,BETULIA,ANTIOQUIA,NO APLICA,ACTIVA
ALCALDIA DE BETULIA SANTANDER,ALCALDIA DE BETULIA  SANTANDER,publica,gov,BETULIA,SANTANDER,NO APLICA,ACTIVA
ALCALDIA DE BITUIMA,ALCALDIA DE BITUIMA,publica,gov,BITUIMA,CUNDINAMARCA,NO APLICA,ACTIVA
ALCALDIA DE BOAVITA,ALCALDIA DE BOAVITA,publica,gov,BOAVITA,BOYACÁ,NO APLICA,ACTIVA
ALCALDIA DE BOCHALEMA,ALCALDIA DE BOCHALEMA,publica,gov,BOCHALEMA,NORTE DE SANTANDER,NO APLICA,ACTIVA
ALCALDIA DE BOJACA,ALCALDIA DE BOJACA,publica,gov,BOJACÁ,CUNDINAMARCA,NO APLICA,ACTIVA
ALCALDIA DE BOJAYA,ALCALDIA DE BOJAYA,publica,gov,BOJAYÁ,CHOCÓ,NO APLICA,ACTIVA
ALCALDIA DE BOLIVAR CAUCA,ALCALDIA DE BOLIVAR CAUCA,publica,gov,BOLÍVAR,CAUCA,NO APLICA,ACTIVA
ALCALDIA DE BOLIVAR SANTANDER,ALCALDIA DE BOLIVAR  SANTANDER,publica,gov,BOLÍVAR,SANTANDER,NO APLICA,ACTIVA
ALCALDIA DE BOLIVAR VALLE DEL CAUCA,ALCALDIA DE BOLIVAR  VALLE DEL CAUCA,publica,gov,BOLÍVAR,VALLE DEL CAUCA,NO APLICA,ACTIVA
ALCALDIA DE BOSCONIA,ALCALDIA DE BOSCONIA,publica,gov,BOSCONIA,CESAR,NO APLICA,ACTIVA
ALCALDIA DE BOYACA BOYACA,ALCALDIA DE BOYACA BOYACA,publica,gov,BOYACÁ,BOYACÁ,NO APLICA,ACTIVA
ALCALDIA DE BRICENO,ALCALDIA DE BRICEÑO,publica,gov,BRICEÑO,ANTIOQUIA,NO APLICA,ACTIVA
ALCALDIA DE BRICENO BOYACA,ALCALDIA DE BRICEÑO  BOYACA,publica,gov,BRICEÑO,BOYACÁ,NO APLICA,ACTIVA
ALCALDIA DE BUCARAMANGA,ALCALDIA DE BUCARAMANGA,publica,gov,BUCARAMANGA,SANTANDER,NO APLICA,ACTIVA
ALCALDIA DE BUCARASICA,ALCALDIA DE BUCARASICA,publica,gov,BUCARASICA,NORTE DE SANTANDER,NO APLICA,ACTIVA
ALCALDIA DE BUENAVISTA BOYACA,ALCALDIA DE BUENAVISTA - BOYACA,publica,gov,BUENAVISTA,BOYACÁ,NO APLICA,ACTIVA
ALCALDIA DE BUENAVISTA CORDOBA,ALCALDIA DE BUENAVISTA - CORDOBA,publica,gov,BUENAVISTA,CÓRDOBA,NO APLICA,ACTIVA
ALCALDIA DE BUENAVISTA QUINDIO,ALCALDIA DE BUENAVISTA - QUINDIO,publica,gov,BUENAVISTA,QUINDÍO,NO APLICA,ACTIVA
ALCALDIA DE BUENAVISTA SUCRE,ALCALDIA DE BUENAVISTA - SUCRE,publica,gov,BUENAVISTA,SUCRE,NO APLICA,ACTIVA
ALCALDIA DE BUENOS AIRES,ALCALDIA DE BUENOS AIRES,publica,gov,BUENOS AIRES,CAUCA,NO APLICA,ACTIVA
ALCALDIA DE BUESACO,ALCALDIA DE BUESACO,publica,gov,BUESACO,NARIÑO,NO APLICA,ACTIVA
ALCALDIA DE BUGALAGRANDE,ALCALDIA DE BUGALAGRANDE,publica,gov,BUGALAGRANDE,VALLE DEL CAUCA,NO APLICA,ACTIVA
ALCALDIA DE BURITICA,ALCALDIA DE BURITICA,publica,gov,BURITICÁ,ANTIOQUIA,NO APLICA,ACTIVA
ALCALDIA DE BUSBANZA,ALCALDIA DE BUSBANZA,publica,gov,BUSBANZÁ,BOYACÁ,NO APLICA,ACTIVA
ALCALDIA DE CABRERA CUNDINAMARCA,ALCALDIA DE CABRERA - CUNDINAMARCA,publica,gov,CABRERA,CUNDINAMARCA,NO APLICA,ACTIVA
ALCALDIA DE CABRERA SANTANDER,ALCALDIA DE CABRERA - SANTANDER,publica,gov,CABRERA,SANTANDER,NO APLICA,ACTIVA
ALCALDIA DE CABUYARO,ALCALDIA DE CABUYARO,publica,gov,CABUYARO,META,NO APLICA,ACTIVA
ALCALDIA DE CACERES,ALCALDIA DE CACERES,publica,gov,CÁCERES,ANTIOQUIA,NO APLICA,ACTIVA
ALCALDIA DE CACHIPAY,ALCALDIA DE CACHIPAY,publica,gov,CACHIPAY,CUNDINAMARCA,NO APLICA,ACTIVA
ALCALDIA DE CACHIRA,ALCALDIA DE CACHIRA,publica,gov,CÁCHIRA,NORTE DE SANTANDER,NO APLICA,ACTIVA
ALCALDIA DE CACOTA,ALCALDIA DE CACOTA,publica,gov,CÁCOTA,NORTE DE SANTANDER,NO APLICA,ACTIVA
ALCALDIA DE CAICEDO,ALCALDIA DE CAICEDO,publica,gov,CAICEDO,ANTIOQUIA,NO APLICA,ACTIVA
ALCALDIA DE CAICEDONIA VALLE DEL CAUCA,ALCALDIA DE CAICEDONIA - VALLE DEL CAUCA,publica,gov,CAICEDONIA,VALLE DEL CAUCA,NO APLICA,ACTIVA
ALCALDIA DE CAIMITO SUCRE,ALCALDIA DE CAIMITO SUCRE,publica,gov,CAIMITO,SUCRE,NO APLICA,ACTIVA
ALCALDIA DE CAJAMARCA,ALCALDIA DE CAJAMARCA,publica,gov,CAJAMARCA,TOLIMA,NO APLICA,ACTIVA
ALCALDIA DE CAJIBIO,ALCALDIA DE CAJIBIO,publica,gov,CAJIBIO,CAUCA,NO APLICA,ACTIVA
ALCALDIA DE CAJICA,ALCALDIA DE CAJICA,publica,gov,CAJICÁ,CUNDINAMARCA,NO APLICA,ACTIVA
ALCALDIA DE CALAMAR BOLIVAR,ALCALDIA DE CALAMAR  BOLIVAR,publica,gov,CALAMAR,BOLÍVAR,NO APLICA,ACTIVA
ALCALDIA DE CALAMAR GUAVIARE,ALCALDIA DE CALAMAR- GUAVIARE,publica,gov,CALAMAR,GUAVIARE,NO APLICA,ACTIVA
ALCALDIA DE CALARCA,ALCALDIA DE CALARCA,publica,gov,CALARCÁ,QUINDÍO,NO APLICA,ACTIVA
ALCALDIA DE CALDAS,ALCALDIA DE CALDAS,publica,gov,CALDAS,ANTIOQUIA,NO APLICA,ACTIVA
ALCALDIA DE CALDAS BOYACA,ALCALDIA DE CALDAS BOYACA,publica,gov,CALDAS,BOYACÁ,NO APLICA,ACTIVA
ALCALDIA DE CALDONO,ALCALDIA DE CALDONO,publica,gov,CALDONO,CAUCA,NO APLICA,ACTIVA
ALCALDIA DE CALIFORNIA,ALCALDIA DE CALIFORNIA,publica,gov,CALIFORNIA,SANTANDER,NO APLICA,ACTIVA
ALCALDIA DE CALIMA DEL DARIEN,ALCALDIA DE CALIMA DEL DARIEN,publica,gov,CALIMA,VALLE DEL CAUCA,NO APLICA,ACTIVA
ALCALDIA DE CALOTO,ALCALDIA DE CALOTO,publica,gov,CALOTO,CAUCA,NO APLICA,ACTIVA
ALCALDIA DE CAMPAMENTO,ALCALDIA DE CAMPAMENTO,publica,gov,CAMPAMENTO,ANTIOQUIA,NO APLICA,ACTIVA
ALCALDIA DE CAMPO DE LA CRUZ,ALCALDIA DE CAMPO DE LA CRUZ,publica,gov,CAMPO DE LA CRUZ,ATLÁNTICO,NO APLICA,ACTIVA
ALCALDIA DE CAMPOALEGRE,ALCALDIA DE CAMPOALEGRE,publica,gov,CAMPOALEGRE,HUILA,NO APLICA,ACTIVA
ALCALDIA DE CAMPOHERMOSO,ALCALDIA DE CAMPOHERMOSO,publica,gov,CAMPOHERMOSO,BOYACÁ,NO APLICA,ACTIVA
ALCALDIA DE CANALETE,ALCALDIA DE CANALETE,publica,gov,CANALETE,CÓRDOBA,NO APLICA,ACTIVA
ALCALDIA DE CANASGORDAS,ALCALDIA DE CAÑASGORDAS,publica,gov,CAÑASGORDAS,ANTIOQUIA,NO APLICA,ACTIVA
ALCALDIA DE CANDELARIA ATLANTICO,ALCALDIA DE CANDELARIA  ATLANTICO,publica,gov,CANDELARIA,ATLÁNTICO,NO APLICA,ACTIVA
ALCALDIA DE CANDELARIA VALLE DEL CAUCA,ALCALDIA DE CANDELARIA VALLE DEL CAUCA,publica,gov,CANDELARIA,VALLE DEL CAUCA,NO APLICA,ACTIVA
ALCALDIA DE CANTAGALLO,ALCALDIA DE CANTAGALLO,publica,gov,CANTAGALLO,BOLÍVAR,NO APLICA,ACTIVA
ALCALDIA DE CAPARRAPI,ALCALDIA DE CAPARRAPI,publica,gov,CAPARRAPÍ,CUNDINAMARCA,NO APLICA,ACTIVA
ALCALDIA DE CAPITANEJO,ALCALDIA DE CAPITANEJO,publica,gov,CAPITANEJO,SANTANDER,NO APLICA,ACTIVA
ALCALDIA DE CAQUEZA,ALCALDIA DE CAQUEZA,publica,gov,CÁQUEZA,CUNDINAMARCA,NO APLICA,ACTIVA
ALCALDIA DE CARACOLI,ALCALDIA DE CARACOLI,publica,gov,CARACOLÍ,ANTIOQUIA,NO APLICA,ACTIVA
ALCALDIA DE CARAMANTA,ALCALDIA DE CARAMANTA,publica,gov,CARAMANTA,ANTIOQUIA,NO APLICA,ACTIVA
ALCALDIA DE CARCASI,ALCALDIA DE CARCASI,publica,gov,CARCASÍ,SANTANDER,NO APLICA,ACTIVA
ALCALDIA DE CAREPA,ALCALDIA DE CAREPA,publica,gov,CAREPA,ANTIOQUIA,NO APLICA,ACTIVA
ALCALDIA DE CARMEN DE APICALA,ALCALDIA DE CARMEN DE APICALA,publica,gov,CARMEN DE APICALÁ,TOLIMA,NO APLICA,ACTIVA
ALCALDIA DE CARMEN DE CARUPA,ALCALDIA DE CARMEN DE CARUPA,publica,gov,CARMEN DE CARUPA,CUNDINAMARCA,NO APLICA,ACTIVA
ALCALDIA DE CARMEN DEL DARIEN,ALCALDIA DE CARMEN DEL DARIEN,publica,gov,CARMEN DEL DARIÉN,CHOCÓ,NO APLICA,ACTIVA
ALCALDIA DE CAROLINA DEL PRINCIPE,ALCALDIA DE CAROLINA DEL PRINCIPE,publica,gov,CAROLINA,ANTIOQUIA,NO APLICA,ACTIVA
ALCALDIA DE CARTAGENA DEL CHAIRA,ALCALDIA DE CARTAGENA DEL CHAIRA,publica,gov,CARTAGENA DEL CHAIRÁ,CAQUETÁ,NO APLICA,ACTIVA
ALCALDIA DE CARTAGO,ALCALDIA DE CARTAGO,publica,gov,CARTAGO,VALLE DEL CAUCA,NO APLICA,ACTIVA
ALCALDIA DE CARURU,ALCALDIA DE CARURU,publica,gov,CARURÚ,VAUPÉS,NO APLICA,ACTIVA
ALCALDIA DE CASABIANCA,ALCALDIA DE CASABIANCA,publica,gov,CASABIANCA,TOLIMA,NO APLICA,ACTIVA
ALCALDIA DE CASTILLA LA NUEVA,ALCALDIA DE CASTILLA LA NUEVA,publica,gov,CASTILLA LA NUEVA,META,NO APLICA,ACTIVA
ALCALDIA DE CAUCASIA,ALCALDIA DE CAUCASIA,publica,gov,CAUCASIA,ANTIOQUIA,NO APLICA,ACTIVA
ALCALDIA DE CEPITA,ALCALDIA DE CEPITA,publica,gov,CEPITÁ,SANTANDER,NO APLICA,ACTIVA
ALCALDIA DE CERETE,ALCALDIA DE CERETE,publica,gov,CERETÉ,CÓRDOBA,NO APLICA,ACTIVA
ALCALDIA DE CERINZA,ALCALDIA DE CERINZA,publica,gov,CERINZA,BOYACÁ,NO APLICA,ACTIVA
ALCALDIA DE CERRITO,ALCALDIA DE CERRITO,publica,gov,CERRITO,SANTANDER,NO APLICA,ACTIVA
ALCALDIA DE CERRO DE SAN ANTONIO,ALCALDIA DE CERRO DE SAN ANTONIO,publica,gov,CERRO DE SAN ANTONIO,MAGDALENA,NO APLICA,ACTIVA
ALCALDIA DE CERTEGUI,ALCALDIA DE CERTEGUI,publica,gov,CÉRTEGUI,CHOCÓ,NO APLICA,ACTIVA
ALCALDIA DE CHACHAGUI,ALCALDIA DE CHACHAGÜI,publica,gov,CHACHAGÜÍ,NARIÑO,NO APLICA,ACTIVA
ALCALDIA DE CHAGUANI,ALCALDIA DE CHAGUANI,publica,gov,CHAGUANÍ,CUNDINAMARCA,NO APLICA,ACTIVA
ALCALDIA DE CHALAN,ALCALDIA DE CHALAN,publica,gov,CHALÁN,SUCRE,NO APLICA,ACTIVA
ALCALDIA DE CHAMEZA,ALCALDIA DE CHAMEZA,publica,gov,CHÁMEZA,CASANARE,NO APLICA,ACTIVA
ALCALDIA DE CHAPARRAL,ALCALDIA DE CHAPARRAL,publica,gov,CHAPARRAL,TOLIMA,NO APLICA,ACTIVA
ALCALDIA DE CHARALA,ALCALDIA DE CHARALA,publica,gov,CHARALÁ,SANTANDER,NO APLICA,ACTIVA
ALCALDIA DE CHARTA,ALCALDIA DE CHARTA,publica,gov,CHARTA,SANTANDER,NO APLICA,ACTIVA
ALCALDIA DE CHIA,ALCALDIA DE CHIA,publica,gov,CHÍA,CUNDINAMARCA,NO APLICA,ACTIVA
ALCALDIA DE CHIGORODO,ALCALDIA DE CHIGORODO,publica,gov,CHIGORODÓ,ANTIOQUIA,NO APLICA,ACTIVA
ALCALDIA DE CHIMA,ALCALDIA DE CHIMA,publica,gov,CHIMÁ,CÓRDOBA,NO APLICA,ACTIVA
ALCALDIA DE CHIMA SANTANDER,ALCALDIA DE CHIMA SANTANDER,publica,gov,CHIMA,SANTANDER,NO APLICA,ACTIVA
ALCALDIA DE CHIMICHAGUA,ALCALDIA DE CHIMICHAGUA,publica,gov,CHIMICHAGUA,CESAR,NO APLICA,ACTIVA
ALCALDIA DE CHINACOTA,ALCALDIA DE CHINACOTA,publica,gov,CHINÁCOTA,NORTE DE SANTANDER,NO APLICA,ACTIVA
ALCALDIA DE CHINAVITA,ALCALDIA DE CHINAVITA,publica,gov,CHINAVITA,BOYACÁ,NO APLICA,ACTIVA
ALCALDIA DE CHINCHINA,ALCALDIA DE CHINCHINA,publica,gov,CHINCHINÁ,CALDAS,NO APLICA,ACTIVA
ALCALDIA DE CHINU,ALCALDIA DE CHINU,publica,gov,CHINÚ,CÓRDOBA,NO APLICA,ACTIVA
ALCALDIA DE CHIPAQUE,ALCALDIA DE CHIPAQUE,publica,gov,CHIPAQUE,CUNDINAMARCA,NO APLICA,ACTIVA
ALCALDIA DE CHIPATA,ALCALDIA DE CHIPATA,publica,gov,CHIPATÁ,SANTANDER,NO APLICA,ACTIVA
ALCALDIA DE CHIQUINQUIRA,ALCALDIA DE CHIQUINQUIRA,publica,gov,CHIQUINQUIRÁ,BOYACÁ,NO APLICA,ACTIVA
ALCALDIA DE CHIQUIZA,ALCALDIA DE CHIQUIZA,publica,gov,CHÍQUIZA,BOYACÁ,NO APLICA,ACTIVA
ALCALDIA DE CHIRIGUANA CESAR,ALCALDIA DE CHIRIGUANA CESAR,publica,gov,CHIRIGUANÁ,CESAR,NO APLICA,ACTIVA
ALCALDIA DE CHISCAS,ALCALDIA DE CHISCAS,publica,gov,CHISCAS,BOYACÁ,NO APLICA,ACTIVA
ALCALDIA DE CHITA,ALCALDIA DE CHITA,publica,gov,CHITA,BOYACÁ,NO APLICA,ACTIVA
ALCALDIA DE CHITAGA,ALCALDIA DE CHITAGA,publica,gov,CHITAGÁ,NORTE DE SANTANDER,NO APLICA,ACTIVA
ALCALDIA DE CHITARAQUE,ALCALDIA DE CHITARAQUE,publica,gov,CHITARAQUE,BOYACÁ,NO APLICA,ACTIVA
ALCALDIA DE CHIVATA,ALCALDIA DE CHIVATA,publica,gov,CHIVATÁ,BOYACÁ,NO APLICA,ACTIVA
ALCALDIA DE CHIVOLO,ALCALDIA DE CHIVOLO,publica,gov,CHIVOLO,MAGDALENA,NO APLICA,ACTIVA
ALCALDIA DE CHIVOR,ALCALDIA DE CHIVOR,publica,gov,CHIVOR,BOYACÁ,NO APLICA,ACTIVA
ALCALDIA DE CHOACHI,ALCALDIA DE CHOACHI,publica,gov,CHOACHÍ,CUNDINAMARCA,NO APLICA,ACTIVA
ALCALDIA DE CHOCONTA,ALCALDIA DE CHOCONTA,publica,gov,CHOCONTÁ,CUNDINAMARCA,NO APLICA,ACTIVA
ALCALDIA DE CICUCO,ALCALDIA DE CICUCO,publica,gov,CICUCO,BOLÍVAR,NO APLICA,ACTIVA
ALCALDIA DE CIENAGA DE ORO,ALCALDIA DE CIENAGA DE ORO,publica,gov,CIÉNAGA DE ORO,CÓRDOBA,NO APLICA,ACTIVA
ALCALDIA DE CIENAGA MAGDALENA,ALCALDIA DE CIENAGA  MAGDALENA,publica,gov,CIÉNAGA,MAGDALENA,NO APLICA,ACTIVA
ALCALDIA DE CIENEGA BOYACA,ALCALDIA DE CIENEGA  BOYACA,publica,gov,CIÉNEGA,BOYACÁ,NO APLICA,ACTIVA
ALCALDIA DE CIMITARRA,ALCALDIA DE CIMITARRA,publica,gov,CIMITARRA,SANTANDER,NO APLICA,ACTIVA
ALCALDIA DE CIRCASIA,ALCALDIA DE CIRCASIA,publica,gov,CIRCASIA,QUINDÍO,NO APLICA,ACTIVA
ALCALDIA DE CISNEROS,ALCALDIA DE CISNEROS,publica,gov,CISNEROS,ANTIOQUIA,NO APLICA,ACTIVA
ALCALDIA DE CIUDAD BOLIVAR,ALCALDIA DE CIUDAD BOLIVAR,publica,gov,CIUDAD BOLÍVAR,ANTIOQUIA,NO APLICA,ACTIVA
ALCALDIA DE CLEMENCIA BOLIVAR,ALCALDIA DE CLEMENCIA - BOLIVAR,publica,gov,CLEMENCIA,BOLÍVAR,NO APLICA,ACTIVA
ALCALDIA DE COCORNA,ALCALDIA DE COCORNA,publica,gov,COCORNÁ,ANTIOQUIA,NO APLICA,ACTIVA
ALCALDIA DE COELLO,ALCALDIA DE COELLO,publica,gov,COELLO,TOLIMA,NO APLICA,ACTIVA
ALCALDIA DE COGUA,ALCALDIA DE COGUA,publica,gov,COGUA,CUNDINAMARCA,NO APLICA,ACTIVA
ALCALDIA DE COLOMBIA,ALCALDIA DE COLOMBIA,publica,gov,COLOMBIA,HUILA,NO APLICA,ACTIVA
ALCALDIA DE COLON GENOVA,ALCALDIA DE COLON GENOVA,publica,gov,COLÓN,NARIÑO,NO APLICA,ACTIVA
ALCALDIA DE COLON PUTUMAYO,ALCALDIA DE COLON  PUTUMAYO,publica,gov,COLÓN,PUTUMAYO,NO APLICA,ACTIVA
ALCALDIA DE COLOSO,ALCALDIA DE COLOSO,publica,gov,COLOSÓ,SUCRE,NO APLICA,ACTIVA
ALCALDIA DE COMBITA BOYACA,ALCALDIA DE COMBITA BOYACA,publica,gov,CÓMBITA,BOYACÁ,NO APLICA,ACTIVA
ALCALDIA DE CONCEPCION ANTIOQUIA,ALCALDIA DE CONCEPCION ANTIOQUIA,publica,gov,CONCEPCIÓN,ANTIOQUIA,NO APLICA,ACTIVA
ALCALDIA DE CONCEPCION SANTANDER,ALCALDIA DE CONCEPCION SANTANDER,publica,gov,CONCEPCIÓN,SANTANDER,NO APLICA,ACTIVA
ALCALDIA DE CONCORDIA ANTIOQUIA,ALCALDIA DE CONCORDIA - ANTIOQUIA,publica,gov,CONCORDIA,ANTIOQUIA,NO APLICA,ACTIVA
ALCALDIA DE CONCORDIA MAGDALENA,ALCALDIA DE CONCORDIA - MAGDALENA,publica,gov,CONCORDIA,MAGDALENA,NO APLICA,ACTIVA
ALCALDIA DE CONDOTO,ALCALDIA DE CONDOTO,publica,gov,CONDOTO,CHOCÓ,NO APLICA,ACTIVA
ALCALDIA DE CONFINES,ALCALDIA DE CONFINES,publica,gov,CONFINES,SANTANDER,NO APLICA,ACTIVA
ALCALDIA DE CONSACA,ALCALDIA DE CONSACA,publica,gov,CONSACÁ,NARIÑO,NO APLICA,ACTIVA
ALCALDIA DE CONTADERO,ALCALDIA DE CONTADERO,publica,gov,CONTADERO,NARIÑO,NO APLICA,ACTIVA
ALCALDIA DE CONTRATACION,ALCALDIA DE CONTRATACION,publica,gov,CONTRATACIÓN,SANTANDER,NO APLICA,ACTIVA
ALCALDIA DE CONVENCION,ALCALDIA DE CONVENCION,publica,gov,CONVENCIÓN,NORTE DE SANTANDER,NO APLICA,ACTIVA
ALCALDIA DE COPACABANA,ALCALDIA DE COPACABANA,publica,gov,COPACABANA,ANTIOQUIA,NO APLICA,ACTIVA
ALCALDIA DE COPER,ALCALDIA DE COPER,publica,gov,COPER,BOYACÁ,NO APLICA,ACTIVA
ALCALDIA DE CORDOBA BOLIVAR,ALCALDIA DE CORDOBA BOLIVAR,publica,gov,CÓRDOBA,BOLÍVAR,NO APLICA,ACTIVA
ALCALDIA DE CORDOBA NARINO,ALCALDIA DE CORDOBA  NARIÑO,publica,gov,CÓRDOBA,NARIÑO,NO APLICA,ACTIVA
ALCALDIA DE CORDOBA QUINDIO,ALCALDIA DE CORDOBA QUINDIO,publica,gov,CÓRDOBA,QUINDÍO,NO APLICA,ACTIVA
ALCALDIA DE CORINTO,ALCALDIA DE CORINTO,publica,gov,CORINTO,CAUCA,NO APLICA,ACTIVA
ALCALDIA DE COROMORO,ALCALDIA DE COROMORO,publica,gov,COROMORO,SANTANDER,NO APLICA,ACTIVA
ALCALDIA DE COROZAL,ALCALDIA DE COROZAL,publica,gov,COROZAL,SUCRE,NO APLICA,ACTIVA
ALCALDIA DE CORRALES,ALCALDIA DE CORRALES,publica,gov,CORRALES,BOYACÁ,NO APLICA,ACTIVA
ALCALDIA DE COTA,ALCALDIA DE COTA,publica,gov,COTA,CUNDINAMARCA,NO APLICA,ACTIVA
ALCALDIA DE COTORRA,ALCALDIA DE COTORRA,publica,gov,COTORRA,CÓRDOBA,NO APLICA,ACTIVA
ALCALDIA DE COVARACHIA,ALCALDIA DE COVARACHIA,publica,gov,COVARACHÍA,BOYACÁ,NO APLICA,ACTIVA
ALCALDIA DE COVENAS,ALCALDIA DE COVEÑAS,publica,gov,COVEÑAS,SUCRE,NO APLICA,ACTIVA
ALCALDIA DE COYAIMA,ALCALDIA DE COYAIMA,publica,gov,COYAIMA,TOLIMA,NO APLICA,ACTIVA
ALCALDIA DE CRAVO NORTE,ALCALDIA DE CRAVO NORTE,publica,gov,CRAVO NORTE,ARAUCA,NO APLICA,ACTIVA
ALCALDIA DE CUASPUD,ALCALDIA DE CUASPUD,publica,gov,CUASPUD CARLOSAMA,NARIÑO,NO APLICA,ACTIVA
ALCALDIA DE CUBARA,ALCALDIA DE CUBARA,publica,gov,CUBARÁ,BOYACÁ,NO APLICA,ACTIVA
ALCALDIA DE CUBARRAL,ALCALDIA DE CUBARRAL,publica,gov,CUBARRAL,META,NO APLICA,ACTIVA
ALCALDIA DE CUCAITA,ALCALDIA DE CUCAITA,publica,gov,CUCAITA,BOYACÁ,NO APLICA,ACTIVA
ALCALDIA DE CUCUNUBA,ALCALDIA DE CUCUNUBA,publica,gov,CUCUNUBÁ,CUNDINAMARCA,NO APLICA,ACTIVA
ALCALDIA DE CUCUTILLA,ALCALDIA DE CUCUTILLA,publica,gov,CUCUTILLA,NORTE DE SANTANDER,NO APLICA,ACTIVA
ALCALDIA DE CUITIVA,ALCALDIA DE CUITIVA,publica,gov,CUÍTIVA,BOYACÁ,NO APLICA,ACTIVA
ALCALDIA DE CUMARAL,ALCALDIA DE CUMARAL,publica,gov,CUMARAL,META,NO APLICA,ACTIVA
ALCALDIA DE CUMARIBO,ALCALDIA DE CUMARIBO,publica,gov,CUMARIBO,VICHADA,NO APLICA,ACTIVA
ALCALDIA DE CUMBAL,ALCALDIA DE CUMBAL,publica,gov,CUMBAL,NARIÑO,NO APLICA,ACTIVA
ALCALDIA DE CUMBITARA,ALCALDIA DE CUMBITARA,publica,gov,CUMBITARA,NARIÑO,NO APLICA,ACTIVA
ALCALDIA DE CUNDAY,ALCALDIA DE CUNDAY,publica,gov,CUNDAY,TOLIMA,NO APLICA,ACTIVA
ALCALDIA DE CURILLO,ALCALDIA DE CURILLO,publica,gov,CURILLO,CAQUETÁ,NO APLICA,ACTIVA
ALCALDIA DE CURITI,ALCALDIA DE CURITI,publica,gov,CURITÍ,SANTANDER,NO APLICA,ACTIVA
ALCALDIA DE CURUMANI,ALCALDIA DE CURUMANI,publica,gov,CURUMANÍ,CESAR,NO APLICA,ACTIVA
ALCALDIA DE DABEIBA,ALCALDIA DE DABEIBA,publica,gov,DABEIBA,ANTIOQUIA,NO APLICA,ACTIVA
ALCALDIA DE DAGUA,ALCALDIA DE DAGUA,publica,gov,DAGUA,VALLE DEL CAUCA,NO APLICA,ACTIVA
ALCALDIA DE DIBULLA,ALCALDIA DE DIBULLA,publica,gov,DIBULLA,LA GUAJIRA,NO APLICA,ACTIVA
ALCALDIA DE DISTRACCION,ALCALDIA DE DISTRACCION,publica,gov,DISTRACCIÓN,LA GUAJIRA,NO APLICA,ACTIVA
ALCALDIA DE DOLORES,ALCALDIA DE DOLORES,publica,gov,DOLORES,TOLIMA,NO APLICA,ACTIVA
ALCALDIA DE DON MATIAS,ALCALDIA DE DON MATIAS,publica,gov,DONMATÍAS,ANTIOQUIA,NO APLICA,ACTIVA
